epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,11169.4,0.79773,0.56485,1.12811,0.92835,0.90562,0.95691,0.77501,0.69722,0.40866,1.05913,0.000718571,0.000718571,0.000718571
181,11231.8,0.78026,0.55165,1.12331,0.93863,0.92473,0.96077,0.78254,0.7032,0.41929,1.05657,0.000715761,0.000715761,0.000715761
182,11293.7,0.77456,0.54042,1.1215,0.91954,0.9086,0.957,0.77653,0.70172,0.42237,1.05153,0.000712942,0.000712942,0.000712942
183,11356.1,0.76948,0.53802,1.11104,0.93752,0.89785,0.95777,0.77444,0.69447,0.42692,1.05165,0.000710116,0.000710116,0.000710116
184,11417.7,0.77212,0.53628,1.11542,0.93601,0.91935,0.95949,0.77855,0.70207,0.42603,1.05876,0.000707281,0.000707281,0.000707281
185,11480.2,0.75655,0.5326,1.10511,0.92731,0.92473,0.9587,0.77729,0.6972,0.41832,1.05916,0.000704439,0.000704439,0.000704439
186,11541.8,0.76934,0.53951,1.11236,0.91871,0.91935,0.95307,0.76944,0.70642,0.41746,1.06493,0.000701588,0.000701588,0.000701588
187,11604.2,0.7582,0.53653,1.11092,0.91951,0.92473,0.94789,0.76793,0.71406,0.43787,1.05247,0.00069873,0.00069873,0.00069873
188,11665.9,0.7609,0.53554,1.11095,0.9238,0.92473,0.94865,0.76392,0.71743,0.43294,1.05029,0.000695864,0.000695864,0.000695864
189,11728.2,0.76218,0.53593,1.10621,0.92971,0.92473,0.95675,0.77206,0.70309,0.42492,1.03967,0.000692991,0.000692991,0.000692991
190,11789.9,0.77164,0.54322,1.1134,0.94678,0.91398,0.95809,0.77853,0.6881,0.41835,1.03614,0.00069011,0.00069011,0.00069011
191,11852.3,0.76154,0.52783,1.10709,0.93158,0.91398,0.95863,0.7796,0.68769,0.40768,1.04081,0.000687222,0.000687222,0.000687222
192,11914,0.74935,0.52044,1.09752,0.92975,0.9086,0.95707,0.77473,0.67989,0.41104,1.03097,0.000684326,0.000684326,0.000684326
193,11976.3,0.76101,0.52604,1.1123,0.9372,0.9086,0.95833,0.77843,0.68519,0.41498,1.03,0.000681424,0.000681424,0.000681424
194,12038.1,0.74497,0.51291,1.10197,0.93858,0.90381,0.96067,0.78367,0.67522,0.4213,1.02717,0.000678514,0.000678514,0.000678514
195,12100.6,0.73944,0.53013,1.09689,0.9188,0.91398,0.96072,0.78334,0.68607,0.41258,1.03394,0.000675598,0.000675598,0.000675598
196,12162.2,0.75002,0.5213,1.10421,0.9171,0.91398,0.96178,0.78342,0.68611,0.42355,1.03226,0.000672675,0.000672675,0.000672675
197,12224.6,0.74754,0.52279,1.09995,0.9336,0.90715,0.96307,0.78249,0.69344,0.42029,1.04037,0.000669746,0.000669746,0.000669746
198,12286.3,0.76019,0.52346,1.10182,0.94822,0.88613,0.95837,0.78089,0.68795,0.43037,1.04142,0.00066681,0.00066681,0.00066681
199,12348.6,0.74225,0.52973,1.0992,0.94211,0.8871,0.95413,0.78182,0.69635,0.42381,1.04893,0.000663867,0.000663867,0.000663867
200,12410.3,0.7351,0.50833,1.09254,0.9052,0.92409,0.95796,0.78659,0.69891,0.42213,1.05172,0.000660918,0.000660918,0.000660918
201,12472.7,0.74826,0.51914,1.10124,0.90054,0.93011,0.95872,0.78688,0.69193,0.40717,1.04938,0.000657963,0.000657963,0.000657963
202,12534.7,0.7393,0.51961,1.09229,0.89636,0.93011,0.95877,0.78559,0.68005,0.40396,1.04572,0.000655002,0.000655002,0.000655002
203,12597.1,0.72435,0.50434,1.08438,0.93594,0.89785,0.96085,0.7843,0.67748,0.38679,1.04676,0.000652036,0.000652036,0.000652036
204,12658.7,0.72657,0.50604,1.08717,0.91469,0.91398,0.95509,0.77988,0.69039,0.39695,1.05461,0.000649063,0.000649063,0.000649063
205,12721.2,0.73487,0.51994,1.09389,0.94136,0.89785,0.95625,0.77994,0.69184,0.39131,1.05422,0.000646085,0.000646085,0.000646085
206,12782.8,0.72254,0.506,1.08737,0.90948,0.91831,0.95663,0.78476,0.68719,0.38962,1.05655,0.000643101,0.000643101,0.000643101
207,12845.3,0.73237,0.50457,1.09188,0.92745,0.91935,0.95871,0.78587,0.68295,0.39522,1.05233,0.000640111,0.000640111,0.000640111
208,12906.9,0.71685,0.49999,1.08532,0.92927,0.91834,0.95518,0.78743,0.68683,0.40099,1.04924,0.000637116,0.000637116,0.000637116
209,12969.4,0.72631,0.51192,1.09248,0.92669,0.90323,0.95196,0.77929,0.69123,0.41087,1.05048,0.000634117,0.000634117,0.000634117
210,13031,0.72275,0.51156,1.09284,0.90395,0.91075,0.95287,0.78123,0.6886,0.42724,1.04815,0.000631112,0.000631112,0.000631112
211,13093.5,0.72054,0.50771,1.08731,0.89257,0.91935,0.94993,0.77796,0.68615,0.41638,1.05057,0.000628101,0.000628101,0.000628101
212,13155.1,0.72141,0.49652,1.08551,0.89445,0.93011,0.95191,0.77516,0.68968,0.41896,1.05341,0.000625087,0.000625087,0.000625087
213,13217.5,0.71835,0.50801,1.08172,0.8954,0.92473,0.95011,0.77588,0.68718,0.41161,1.05436,0.000622067,0.000622067,0.000622067
214,13279.1,0.70972,0.4987,1.08144,0.89907,0.91935,0.94952,0.77292,0.68824,0.40815,1.0562,0.000619043,0.000619043,0.000619043
215,13341.5,0.7311,0.50697,1.08939,0.90338,0.91935,0.95245,0.77998,0.68541,0.41217,1.05583,0.000616014,0.000616014,0.000616014
216,13403.2,0.69478,0.49497,1.07642,0.89923,0.91935,0.94985,0.77703,0.67804,0.41928,1.04998,0.000612981,0.000612981,0.000612981
217,13465.6,0.70008,0.48407,1.06935,0.9035,0.91935,0.94705,0.77603,0.67846,0.42924,1.05148,0.000609944,0.000609944,0.000609944
218,13527.2,0.71381,0.49941,1.07838,0.9172,0.89336,0.9468,0.78176,0.6669,0.43231,1.04431,0.000606902,0.000606902,0.000606902
219,13589.5,0.70326,0.48757,1.0738,0.90033,0.92274,0.94831,0.77649,0.66727,0.42485,1.04336,0.000603856,0.000603856,0.000603856
220,13651.1,0.69326,0.48465,1.06898,0.89475,0.91935,0.94465,0.78381,0.65959,0.41317,1.04098,0.000600807,0.000600807,0.000600807
221,13713.4,0.69248,0.49144,1.07052,0.89513,0.91786,0.94568,0.784,0.65964,0.41894,1.03843,0.000597754,0.000597754,0.000597754
222,13775,0.70459,0.48702,1.07066,0.90024,0.92182,0.94646,0.7835,0.65724,0.41352,1.03475,0.000594697,0.000594697,0.000594697
223,13837.4,0.69652,0.47806,1.06805,0.90206,0.91398,0.94781,0.78176,0.65667,0.41808,1.03224,0.000591636,0.000591636,0.000591636
224,13899,0.69726,0.4868,1.06741,0.91362,0.90979,0.94546,0.77754,0.65582,0.41478,1.02691,0.000588573,0.000588573,0.000588573
225,13961.3,0.70136,0.48628,1.06878,0.90895,0.9086,0.94545,0.77792,0.66265,0.41413,1.02947,0.000585505,0.000585505,0.000585505
226,14022.9,0.68638,0.48796,1.0639,0.9229,0.90094,0.94419,0.77604,0.67235,0.41201,1.03742,0.000582435,0.000582435,0.000582435
227,14085.2,0.68354,0.47766,1.06297,0.90653,0.91935,0.94712,0.7738,0.67026,0.40777,1.03302,0.000579362,0.000579362,0.000579362
228,14146.8,0.68314,0.46789,1.06045,0.91771,0.89785,0.94283,0.77646,0.67591,0.41153,1.03506,0.000576285,0.000576285,0.000576285
229,14209.2,0.68953,0.48544,1.06404,0.9226,0.89718,0.94179,0.77473,0.67782,0.40307,1.03683,0.000573206,0.000573206,0.000573206
230,14270.8,0.68682,0.4777,1.06823,0.92013,0.89247,0.94205,0.77324,0.68039,0.40745,1.03839,0.000570124,0.000570124,0.000570124
231,14333.2,0.67971,0.47353,1.05617,0.92212,0.89117,0.94218,0.77244,0.67554,0.40734,1.03816,0.00056704,0.00056704,0.00056704
232,14394.8,0.67922,0.47285,1.0627,0.89658,0.93548,0.94915,0.7749,0.66781,0.41152,1.03352,0.000563953,0.000563953,0.000563953
233,14457.2,0.67758,0.47148,1.064,0.89132,0.93548,0.9508,0.77687,0.65873,0.40972,1.02925,0.000560864,0.000560864,0.000560864
234,14518.9,0.67199,0.46376,1.05719,0.89144,0.92709,0.94954,0.77762,0.66158,0.40535,1.02767,0.000557773,0.000557773,0.000557773
235,14581.2,0.67476,0.47282,1.06093,0.93178,0.88115,0.94935,0.78003,0.66315,0.40944,1.02584,0.000554679,0.000554679,0.000554679
236,14642.8,0.67587,0.46311,1.06176,0.92725,0.89078,0.94547,0.7788,0.66421,0.41151,1.02735,0.000551584,0.000551584,0.000551584
237,14705.1,0.67522,0.46732,1.05916,0.92547,0.89247,0.94502,0.77842,0.66226,0.41458,1.0269,0.000548486,0.000548486,0.000548486
238,14766.8,0.67143,0.46657,1.05161,0.92569,0.89247,0.9455,0.77916,0.66177,0.40718,1.02865,0.000545387,0.000545387,0.000545387
239,14829.1,0.6646,0.46138,1.05502,0.92034,0.89247,0.94646,0.77877,0.66199,0.40908,1.0274,0.000542287,0.000542287,0.000542287
240,14890.8,0.66121,0.4637,1.05194,0.91556,0.89785,0.94402,0.7779,0.6629,0.40844,1.0292,0.000539185,0.000539185,0.000539185
241,14953.1,0.66853,0.45992,1.05322,0.92122,0.89785,0.94678,0.77565,0.66132,0.40986,1.02961,0.000536081,0.000536081,0.000536081
242,15014.7,0.65866,0.45398,1.05394,0.92062,0.89785,0.94698,0.77993,0.66029,0.40546,1.02881,0.000532977,0.000532977,0.000532977
243,15077.1,0.67566,0.47385,1.05908,0.91267,0.89899,0.94683,0.77853,0.65827,0.40472,1.02863,0.000529871,0.000529871,0.000529871
244,15138.7,0.66622,0.45262,1.05323,0.93252,0.89157,0.94868,0.78229,0.65526,0.40325,1.0266,0.000526764,0.000526764,0.000526764
245,15201,0.66813,0.45433,1.04787,0.91635,0.90323,0.94865,0.78147,0.65881,0.3978,1.02978,0.000523657,0.000523657,0.000523657
246,15262.7,0.66497,0.46185,1.05062,0.91705,0.90323,0.94868,0.7813,0.65897,0.39774,1.02966,0.000520548,0.000520548,0.000520548
247,15325,0.66071,0.46669,1.05204,0.91397,0.91398,0.95159,0.78178,0.65848,0.40525,1.02803,0.000517439,0.000517439,0.000517439
248,15386.6,0.65343,0.4537,1.04537,0.9132,0.91398,0.95139,0.78066,0.66087,0.40841,1.02832,0.00051433,0.00051433,0.00051433
249,15449,0.66745,0.4584,1.04794,0.91881,0.91262,0.94938,0.77832,0.65811,0.40932,1.02659,0.00051122,0.00051122,0.00051122
250,15510.6,0.65188,0.45803,1.04314,0.91389,0.91301,0.94924,0.7809,0.66137,0.40738,1.02933,0.00050811,0.00050811,0.00050811
251,15573,0.64415,0.44469,1.03583,0.93063,0.89247,0.94945,0.7818,0.66238,0.40406,1.03065,0.000505,0.000505,0.000505
252,15634.7,0.65702,0.45705,1.04727,0.92831,0.89247,0.94912,0.78179,0.66343,0.40255,1.03195,0.00050189,0.00050189,0.00050189
253,15697.1,0.63369,0.44203,1.04057,0.93809,0.89247,0.94836,0.78134,0.66364,0.40223,1.0339,0.00049878,0.00049878,0.00049878
254,15758.7,0.65824,0.45355,1.04803,0.93719,0.89247,0.94875,0.77957,0.66836,0.40248,1.03761,0.00049567,0.00049567,0.00049567
255,15821.1,0.63548,0.44522,1.03687,0.93832,0.8871,0.94804,0.77753,0.67402,0.39965,1.04375,0.000492561,0.000492561,0.000492561
256,15882.7,0.66014,0.45462,1.05089,0.94318,0.89243,0.94876,0.77877,0.67324,0.39701,1.04253,0.000489452,0.000489452,0.000489452
257,15945.1,0.64234,0.43985,1.03633,0.93737,0.89247,0.9522,0.77713,0.67729,0.39915,1.0483,0.000486343,0.000486343,0.000486343
258,16006.7,0.64453,0.45157,1.04691,0.93759,0.88841,0.95302,0.78045,0.67948,0.4036,1.05093,0.000483236,0.000483236,0.000483236
259,16069.1,0.64183,0.45087,1.04091,0.93771,0.89022,0.95363,0.77937,0.68151,0.40122,1.05354,0.000480129,0.000480129,0.000480129
260,16130.7,0.64766,0.44661,1.04576,0.93932,0.8871,0.95406,0.77846,0.68111,0.40492,1.05473,0.000477023,0.000477023,0.000477023
261,16193.1,0.64691,0.43858,1.04288,0.94301,0.88955,0.95409,0.78142,0.68222,0.40904,1.05666,0.000473919,0.000473919,0.000473919
262,16254.9,0.6414,0.44264,1.04242,0.91421,0.91674,0.9536,0.78463,0.68273,0.41183,1.05797,0.000470815,0.000470815,0.000470815
263,16317.3,0.64319,0.44147,1.038,0.94616,0.8871,0.95386,0.78317,0.68247,0.41264,1.05884,0.000467713,0.000467713,0.000467713
264,16379,0.62585,0.42973,1.03337,0.91299,0.91935,0.95381,0.78454,0.68366,0.41214,1.05994,0.000464613,0.000464613,0.000464613
265,16441.5,0.63162,0.44709,1.03787,0.91442,0.91917,0.95442,0.78448,0.68242,0.41174,1.06021,0.000461514,0.000461514,0.000461514
266,16503.1,0.63224,0.44017,1.0343,0.94317,0.89247,0.95269,0.78526,0.68223,0.4107,1.06115,0.000458416,0.000458416,0.000458416
267,16565.5,0.63024,0.44021,1.04134,0.943,0.88946,0.95262,0.78587,0.67759,0.41532,1.058,0.000455321,0.000455321,0.000455321
268,16627.1,0.63005,0.43513,1.03414,0.91435,0.91827,0.95235,0.78221,0.67853,0.41531,1.05923,0.000452227,0.000452227,0.000452227
269,16689.5,0.64129,0.44531,1.04073,0.91438,0.9187,0.95214,0.78324,0.68038,0.41126,1.05957,0.000449136,0.000449136,0.000449136
270,16751.1,0.62413,0.42943,1.03641,0.91438,0.91866,0.95187,0.7856,0.67824,0.40257,1.05716,0.000446047,0.000446047,0.000446047
271,16813.5,0.63424,0.43384,1.03868,0.92363,0.91398,0.95172,0.78397,0.67778,0.40262,1.05768,0.00044296,0.00044296,0.00044296
272,16875.2,0.61776,0.42657,1.02433,0.91774,0.91398,0.95179,0.78596,0.67765,0.40079,1.05917,0.000439876,0.000439876,0.000439876
273,16937.5,0.6234,0.43688,1.04025,0.91788,0.91398,0.95121,0.78629,0.6765,0.39908,1.05916,0.000436794,0.000436794,0.000436794
274,16999.2,0.62253,0.4365,1.03204,0.91897,0.91398,0.9514,0.78565,0.67539,0.39915,1.05848,0.000433715,0.000433715,0.000433715
275,17061.7,0.62783,0.43012,1.0342,0.92091,0.91398,0.95043,0.78661,0.67421,0.39768,1.05871,0.000430638,0.000430638,0.000430638
276,17123.3,0.6012,0.41865,1.02474,0.92162,0.91398,0.95145,0.78628,0.67446,0.39885,1.05889,0.000427565,0.000427565,0.000427565
277,17185.7,0.6103,0.42089,1.02228,0.92219,0.91398,0.95165,0.78566,0.67572,0.40021,1.0592,0.000424495,0.000424495,0.000424495
278,17247.4,0.60826,0.41308,1.02188,0.92261,0.91398,0.95165,0.78548,0.67514,0.39738,1.05602,0.000421427,0.000421427,0.000421427
279,17309.7,0.60171,0.41777,1.01635,0.92305,0.91398,0.95202,0.78693,0.67438,0.39639,1.05443,0.000418364,0.000418364,0.000418364
280,17371.4,0.6213,0.42732,1.02997,0.92866,0.91398,0.95229,0.7863,0.67385,0.3999,1.05445,0.000415303,0.000415303,0.000415303
281,17433.8,0.61045,0.42196,1.0173,0.92389,0.91367,0.95213,0.78665,0.67228,0.39891,1.05339,0.000412246,0.000412246,0.000412246
282,17495.4,0.61275,0.42061,1.02424,0.92382,0.91282,0.95239,0.7851,0.6729,0.39979,1.05261,0.000409193,0.000409193,0.000409193
283,17557.8,0.60821,0.41554,1.02012,0.9238,0.9125,0.95254,0.78523,0.67151,0.40081,1.05241,0.000406144,0.000406144,0.000406144
284,17619.5,0.5978,0.41591,1.01965,0.92381,0.91266,0.95252,0.78516,0.67227,0.40068,1.05237,0.000403098,0.000403098,0.000403098
285,17681.8,0.60986,0.41951,1.03161,0.92379,0.91237,0.95244,0.78616,0.67277,0.4034,1.0529,0.000400056,0.000400056,0.000400056
286,17743.6,0.61177,0.41767,1.02657,0.92377,0.91214,0.95218,0.7845,0.67286,0.40266,1.05323,0.000397019,0.000397019,0.000397019
287,17806,0.59994,0.40531,1.01561,0.9268,0.9086,0.95274,0.78305,0.67237,0.40378,1.05289,0.000393986,0.000393986,0.000393986
288,17867.7,0.60054,0.41409,1.02065,0.92294,0.9086,0.95284,0.78573,0.67223,0.40377,1.05203,0.000390957,0.000390957,0.000390957
289,17930,0.5856,0.4073,1.01121,0.93814,0.89694,0.95273,0.78798,0.67217,0.40529,1.05279,0.000387933,0.000387933,0.000387933
290,17991.8,0.61323,0.42189,1.02253,0.93816,0.89714,0.9528,0.78873,0.67182,0.40408,1.0526,0.000384913,0.000384913,0.000384913
291,18054.3,0.60426,0.41721,1.02586,0.93818,0.89785,0.953,0.78702,0.67045,0.40642,1.05246,0.000381899,0.000381899,0.000381899
292,18116,0.60112,0.41226,1.01491,0.93092,0.89785,0.95295,0.78981,0.67089,0.40526,1.05313,0.000378888,0.000378888,0.000378888
293,18178.4,0.59106,0.41356,1.01389,0.92788,0.89929,0.95307,0.78815,0.67089,0.40386,1.05278,0.000375883,0.000375883,0.000375883
294,18240.1,0.60847,0.41644,1.02339,0.92971,0.89785,0.95323,0.78806,0.6706,0.40039,1.05346,0.000372884,0.000372884,0.000372884
295,18302.5,0.59151,0.40386,1.01328,0.93108,0.89785,0.95284,0.78854,0.66784,0.40071,1.05287,0.000369889,0.000369889,0.000369889
296,18364.2,0.58835,0.40435,1.00775,0.93057,0.89785,0.95342,0.78727,0.66625,0.40097,1.05219,0.000366899,0.000366899,0.000366899
297,18426.6,0.59148,0.41425,1.0138,0.93013,0.89785,0.95334,0.78899,0.66698,0.40402,1.05258,0.000363915,0.000363915,0.000363915
298,18488.2,0.59468,0.40777,1.01409,0.93313,0.90026,0.95323,0.78844,0.66755,0.40279,1.05357,0.000360937,0.000360937,0.000360937
299,18550.6,0.57872,0.39061,1.00687,0.91872,0.91149,0.95336,0.78764,0.66618,0.40071,1.05266,0.000357964,0.000357964,0.000357964
300,18612.2,0.59296,0.40346,1.01382,0.91873,0.91173,0.95155,0.78783,0.66519,0.39938,1.05205,0.000354998,0.000354998,0.000354998
301,18674.6,0.58875,0.40055,1.00896,0.9189,0.91375,0.95096,0.78828,0.6652,0.39766,1.05224,0.000352037,0.000352037,0.000352037
302,18736.3,0.5726,0.39581,1.00303,0.91917,0.91704,0.95105,0.78702,0.66309,0.39993,1.05015,0.000349082,0.000349082,0.000349082
303,18798.7,0.58178,0.39254,1.00527,0.92362,0.91018,0.9511,0.78684,0.66213,0.40106,1.04934,0.000346133,0.000346133,0.000346133
304,18860.4,0.58063,0.39481,1.00725,0.92374,0.91177,0.95139,0.78693,0.66279,0.40411,1.05031,0.00034319,0.00034319,0.00034319
305,18922.8,0.58133,0.40247,1.00575,0.93179,0.9086,0.95177,0.78832,0.66269,0.40355,1.04977,0.000340254,0.000340254,0.000340254
306,18984.5,0.5765,0.39531,1.00456,0.94378,0.90262,0.95175,0.78977,0.6626,0.40367,1.04884,0.000337325,0.000337325,0.000337325
307,19046.9,0.57676,0.40181,1.00802,0.93285,0.9086,0.95175,0.78979,0.66207,0.40532,1.04813,0.000334402,0.000334402,0.000334402
308,19108.5,0.581,0.40092,1.01072,0.93395,0.9086,0.95154,0.78978,0.66129,0.40659,1.0479,0.000331486,0.000331486,0.000331486
309,19170.8,0.58183,0.39834,1.01414,0.93316,0.9086,0.95162,0.79137,0.66015,0.40883,1.04697,0.000328576,0.000328576,0.000328576
310,19232.5,0.58083,0.40211,1.00955,0.93297,0.9086,0.95191,0.79205,0.65951,0.40715,1.0472,0.000325674,0.000325674,0.000325674
311,19295,0.56251,0.39645,1.00292,0.93321,0.9086,0.95226,0.78938,0.66029,0.40376,1.04738,0.000322778,0.000322778,0.000322778
312,19356.7,0.57021,0.38994,1.00159,0.94456,0.89785,0.95259,0.79227,0.65849,0.40499,1.04514,0.00031989,0.00031989,0.00031989
313,19419.2,0.5763,0.40065,1.00711,0.94458,0.89785,0.9527,0.79178,0.65907,0.40381,1.04653,0.000317009,0.000317009,0.000317009
314,19480.9,0.56037,0.38585,0.99789,0.94498,0.89785,0.95291,0.79103,0.6596,0.40269,1.04686,0.000314136,0.000314136,0.000314136
315,19543.2,0.56858,0.39256,1.00353,0.94454,0.89785,0.95272,0.7906,0.65968,0.4002,1.04751,0.00031127,0.00031127,0.00031127
316,19604.8,0.56466,0.39421,1.00064,0.94399,0.90616,0.95299,0.78968,0.65958,0.39954,1.04795,0.000308412,0.000308412,0.000308412
317,19667.2,0.56554,0.38525,0.99562,0.93899,0.91398,0.95325,0.78943,0.65914,0.39908,1.04757,0.000305561,0.000305561,0.000305561
318,19728.9,0.56381,0.38563,1.00153,0.93903,0.91398,0.95335,0.78991,0.66011,0.39957,1.04804,0.000302719,0.000302719,0.000302719
319,19791.2,0.5594,0.38599,0.99797,0.93951,0.9086,0.95336,0.78754,0.65877,0.39933,1.0476,0.000299884,0.000299884,0.000299884
320,19852.9,0.56369,0.38505,0.99782,0.93901,0.9086,0.95333,0.78685,0.65745,0.4009,1.04602,0.000297058,0.000297058,0.000297058
321,19915.3,0.55715,0.38159,0.99217,0.9379,0.91398,0.95338,0.78643,0.65723,0.40082,1.04592,0.000294239,0.000294239,0.000294239
322,19976.9,0.54951,0.38257,0.99141,0.94468,0.9086,0.95368,0.78661,0.65656,0.39994,1.04494,0.000291429,0.000291429,0.000291429
323,20039.2,0.55944,0.38194,0.99428,0.94908,0.9086,0.95355,0.78875,0.65592,0.39776,1.04471,0.000288628,0.000288628,0.000288628
324,20100.8,0.55645,0.38038,0.99795,0.9494,0.90323,0.95347,0.78626,0.65687,0.39548,1.04587,0.000285835,0.000285835,0.000285835
325,20163.2,0.55361,0.3818,0.99846,0.94996,0.90323,0.95336,0.788,0.65832,0.39672,1.04737,0.00028305,0.00028305,0.00028305
326,20224.8,0.56744,0.39218,1.00035,0.95472,0.90696,0.95326,0.78708,0.65893,0.39485,1.04829,0.000280275,0.000280275,0.000280275
327,20287.2,0.54757,0.37956,0.99436,0.95103,0.90323,0.95357,0.78772,0.65884,0.39401,1.04812,0.000277508,0.000277508,0.000277508
328,20348.8,0.56334,0.39339,1.00242,0.95037,0.90323,0.95371,0.7904,0.65815,0.39436,1.04703,0.00027475,0.00027475,0.00027475
329,20411.3,0.55719,0.38322,0.99732,0.95008,0.90323,0.95364,0.789,0.65746,0.39488,1.04669,0.000272002,0.000272002,0.000272002
330,20473,0.55401,0.38551,0.99629,0.95015,0.90323,0.95376,0.78974,0.65653,0.39542,1.04595,0.000269262,0.000269262,0.000269262
331,20535.4,0.55213,0.38443,0.9941,0.94933,0.90323,0.95385,0.79018,0.65614,0.39406,1.0449,0.000266532,0.000266532,0.000266532
332,20597,0.54102,0.37088,0.98894,0.94417,0.9092,0.95293,0.79006,0.65566,0.39395,1.04442,0.000263811,0.000263811,0.000263811
333,20659.4,0.54679,0.37796,0.99107,0.94012,0.9086,0.95295,0.78994,0.65499,0.39411,1.04369,0.0002611,0.0002611,0.0002611
334,20721,0.54839,0.37132,0.98949,0.93898,0.91005,0.95311,0.78994,0.65533,0.39349,1.04302,0.000258398,0.000258398,0.000258398
335,20783.3,0.54527,0.37318,0.99148,0.93899,0.91019,0.95289,0.78934,0.65524,0.3919,1.04276,0.000255707,0.000255707,0.000255707
336,20844.9,0.54794,0.37297,0.99491,0.93896,0.90981,0.95281,0.78906,0.65486,0.39191,1.04263,0.000253024,0.000253024,0.000253024
337,20907.3,0.54229,0.36793,0.99227,0.93896,0.90977,0.9526,0.78946,0.65396,0.39192,1.04211,0.000250352,0.000250352,0.000250352
338,20968.9,0.53584,0.36639,0.98967,0.94394,0.90536,0.95265,0.78966,0.65393,0.3906,1.04175,0.00024769,0.00024769,0.00024769
339,21031.3,0.53514,0.37036,0.98573,0.94402,0.90657,0.95285,0.79142,0.65254,0.38884,1.04123,0.000245039,0.000245039,0.000245039
340,21093,0.53838,0.36924,0.98842,0.94408,0.90766,0.95298,0.79206,0.65129,0.38795,1.03956,0.000242397,0.000242397,0.000242397
341,21155.4,0.54644,0.3754,0.99044,0.94409,0.90783,0.95282,0.79168,0.65176,0.38895,1.03957,0.000239766,0.000239766,0.000239766
342,21217,0.53867,0.37062,0.99209,0.94412,0.90844,0.95257,0.79195,0.65114,0.38839,1.0396,0.000237145,0.000237145,0.000237145
343,21279.3,0.52959,0.36815,0.98585,0.94406,0.9086,0.9525,0.79127,0.65162,0.38965,1.04014,0.000234535,0.000234535,0.000234535
344,21341,0.53816,0.37024,0.99683,0.94368,0.90078,0.9525,0.79184,0.65149,0.38978,1.03957,0.000231935,0.000231935,0.000231935
345,21403.5,0.5374,0.36846,0.98651,0.94665,0.89785,0.95272,0.79376,0.65153,0.38899,1.0391,0.000229347,0.000229347,0.000229347
346,21465.2,0.52645,0.36475,0.98666,0.94882,0.89698,0.95236,0.79186,0.65326,0.39163,1.04147,0.000226769,0.000226769,0.000226769
347,21527.6,0.53962,0.376,0.99497,0.94867,0.89431,0.95259,0.79172,0.65326,0.38987,1.04132,0.000224202,0.000224202,0.000224202
348,21589.2,0.54728,0.37689,0.99692,0.94867,0.8943,0.95256,0.79277,0.6529,0.39089,1.0411,0.000221646,0.000221646,0.000221646
349,21651.6,0.52322,0.3629,0.9818,0.9487,0.89483,0.95255,0.79242,0.65254,0.39071,1.04102,0.000219102,0.000219102,0.000219102
350,21713.3,0.52968,0.36685,0.98869,0.94867,0.89424,0.95247,0.79302,0.65229,0.3902,1.04123,0.000216568,0.000216568,0.000216568
351,21775.6,0.52931,0.36577,0.98753,0.94861,0.89327,0.95238,0.79438,0.65227,0.39046,1.04112,0.000214046,0.000214046,0.000214046
352,21837.8,0.5206,0.36264,0.98119,0.94859,0.89285,0.95252,0.7923,0.65185,0.39082,1.04116,0.000211536,0.000211536,0.000211536
353,21900.2,0.51765,0.35661,0.98136,0.95093,0.89247,0.95243,0.79039,0.6525,0.38958,1.04126,0.000209037,0.000209037,0.000209037
354,21961.8,0.52583,0.36409,0.98368,0.9524,0.89247,0.95237,0.7912,0.65207,0.38803,1.0415,0.00020655,0.00020655,0.00020655
355,22024.2,0.52147,0.3613,0.98167,0.95129,0.89247,0.95232,0.79115,0.65092,0.38764,1.04036,0.000204075,0.000204075,0.000204075
356,22085.9,0.53062,0.35977,0.98417,0.95111,0.89247,0.95231,0.78935,0.65067,0.38785,1.03992,0.000201611,0.000201611,0.000201611
357,22148.3,0.52033,0.35874,0.98491,0.95027,0.89247,0.95246,0.79036,0.64889,0.38639,1.03766,0.000199159,0.000199159,0.000199159
358,22209.9,0.52451,0.35069,0.98193,0.94959,0.89247,0.95234,0.79087,0.64903,0.38612,1.03745,0.00019672,0.00019672,0.00019672
359,22272.2,0.51892,0.35461,0.97987,0.94926,0.89247,0.95234,0.79115,0.65048,0.38548,1.03887,0.000194293,0.000194293,0.000194293
360,22333.9,0.51492,0.36269,0.97917,0.95128,0.89247,0.95229,0.79403,0.64845,0.3845,1.03664,0.000191878,0.000191878,0.000191878
361,22396.2,0.52342,0.35709,0.97942,0.952,0.89247,0.95233,0.79172,0.64866,0.38525,1.03666,0.000189475,0.000189475,0.000189475
362,22457.9,0.51698,0.35933,0.97703,0.9532,0.89247,0.95258,0.79249,0.64886,0.38459,1.03661,0.000187085,0.000187085,0.000187085
363,22520.2,0.5182,0.3607,0.98105,0.95326,0.89247,0.95264,0.79234,0.64888,0.38421,1.0366,0.000184707,0.000184707,0.000184707
364,22581.9,0.50582,0.3473,0.97393,0.95267,0.89247,0.95255,0.7929,0.64912,0.38353,1.03665,0.000182342,0.000182342,0.000182342
